date,experiment,incubation,light.dark,treatment,flume,core,replicate,channel,analyte,time,depth,mV,
11/06/2024,Mangrove_2,NO3,Dark,0,1,1,1,4,N2O,2024-06-11 5:29,7497,6.63,
11/06/2024,Mangrove_2,NO3,Dark,0,1,1,1,4,N2O,2024-06-11 5:30,7997,6.57,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:33,-999,6.62,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:34,-498,6.37,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:34,2,6.34,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:35,502,6.6,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:36,1000,6.24,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:36,1501,6.2,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:37,2001,6.19,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:38,2501,6.22,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:38,3000,6.21,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:39,3500,6.27,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:40,4000,6.2,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:40,4499,6.38,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:41,4999,6.25,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:42,5499,6.42,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:42,5998,6.22,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:43,6498,6.23,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:44,6998,6.2,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:44,7497,6.14,
11/06/2024,Mangrove_2,NO3,Dark,0,1,2,1,4,N2O,2024-06-11 5:45,7997,6.37,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:49,-999,6.46,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:50,-498,6.48,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:50,2,6.23,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:51,502,6.18,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:52,1000,6.18,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:52,1501,6.18,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:53,2001,6.2,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:54,2501,6.38,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:54,3000,6.53,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:55,3500,6.56,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:56,4000,6.43,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:56,4499,6.28,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:57,4999,6.43,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:58,5499,6.28,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:58,5998,6.36,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 5:59,6498,6.1,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 6:00,6998,6.36,
11/06/2024,Mangrove_2,NO3,Dark,0,1,3,1,4,N2O,2024-06-11 6:00,7497,6.39,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:15,-999,6.88,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:15,-498,7,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:16,2,6.9,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:17,502,6.72,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:17,1000,6.67,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:18,1501,6.66,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:19,2001,6.74,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:19,2501,7.03,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:20,3000,7.36,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:21,3500,7.18,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:21,4000,7.03,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:22,4499,6.71,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:23,4999,6.83,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:23,5499,8.63,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:24,5998,7,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:25,6498,7.9,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:25,6998,6.82,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:26,7497,6.76,
11/06/2024,Mangrove_2,NO3,Dark,50,2,1,1,4,N2O,2024-06-11 6:27,7997,6.81,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:31,-999,7,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:31,-498,6.94,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:32,2,6.94,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:33,502,6.86,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:33,1000,6.74,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:34,1501,6.71,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:35,2001,140.59,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:35,2501,6.85,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:36,3000,6.93,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:37,3500,7.1,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:37,4000,7.11,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:38,4499,7.04,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:39,4999,7.15,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:39,5499,6.99,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:40,5998,6.86,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:41,6498,6.86,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:41,6998,6.63,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:42,7497,6.93,
11/06/2024,Mangrove_2,NO3,Dark,50,2,2,1,4,N2O,2024-06-11 6:43,7997,6.82,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 6:51,-999,7.1,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 6:52,-498,6.7,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 6:52,2,6.8,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 6:53,502,6.83,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 6:54,1000,6.8,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 6:54,1501,6.66,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 6:55,2001,6.65,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 6:56,2501,7.01,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 6:56,3000,8.68,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 6:57,3500,7.24,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 6:58,4000,6.95,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 6:58,4499,6.54,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 6:59,4999,6.41,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 7:00,5499,6.38,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 7:00,5998,6.55,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 7:01,6498,6.64,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 7:02,6998,6.51,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 7:02,7497,6.52,
11/06/2024,Mangrove_2,NO3,Dark,50,2,3,1,4,N2O,2024-06-11 7:03,7997,7.4,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:10,-999,6.79,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:11,-498,6.87,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:12,2,6.74,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:12,502,6.83,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:13,1000,6.8,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:14,1501,6.92,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:14,2001,6.82,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:15,2501,6.95,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:16,3000,6.98,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:16,3500,7.24,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:17,4000,7.37,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:18,4499,7.36,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:18,4999,7.32,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:19,5499,7.06,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:20,5998,6.8,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:20,6498,6.85,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:21,6998,6.63,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:22,7497,6.59,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:22,7997,6.56,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:23,8497,6.69,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:24,8996,6.76,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:24,9496,6.75,
11/06/2024,Mangrove_2,NO3,Dark,100,3,1,1,4,N2O,2024-06-11 7:25,9996,6.65,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:28,-999,6.92,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:29,-498,6.84,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:29,2,6.89,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:30,502,6.92,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:31,1000,7.24,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:31,1501,7.2,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:32,2001,7.12,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:33,2501,7.32,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:33,3000,7.38,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:34,3500,7.39,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:35,4000,7.75,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:35,4499,7.42,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:36,4999,7.19,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:37,5499,7.24,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:37,5998,7.16,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:38,6498,7.21,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:39,6998,7.17,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:39,7497,6.86,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:40,7997,6.76,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:41,8497,6.62,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:41,8996,6.73,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:42,9496,6.65,
11/06/2024,Mangrove_2,NO3,Dark,100,3,2,1,4,N2O,2024-06-11 7:43,9996,6.59,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 7:56,-999,6.87,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 7:57,-498,6.68,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 7:58,2,6.87,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 7:58,502,6.74,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 7:59,1000,6.74,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:00,1501,6.71,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:00,2001,6.98,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:01,2501,6.78,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:02,3000,7.05,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:02,3500,7.22,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:03,4000,7.28,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:04,4499,7.49,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:04,4999,7.49,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:05,5499,7.3,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:06,5998,7.28,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:06,6498,7.2,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:07,6998,7.13,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:08,7497,7.11,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:08,7997,7.26,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:09,8497,7.01,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:10,8996,6.94,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:10,9496,6.6,
11/06/2024,Mangrove_2,NO3,Dark,100,3,3,1,4,N2O,2024-06-11 8:11,9996,6.72,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:25,-999,7.36,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:26,-498,7.24,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:26,2,7.24,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:27,502,7.37,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:28,1000,7.28,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:28,1501,7.14,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:29,2001,7.32,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:30,2501,7.37,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:30,3000,7.59,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:31,3500,7.64,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:32,4000,7.79,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:32,4499,7.79,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:33,4999,7.79,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:34,5499,7.66,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:34,5998,7.76,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:35,6498,8.08,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:36,6998,8.06,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:36,7497,7.4,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:37,7997,7.08,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:38,8497,6.99,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:38,8996,6.99,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:39,9496,7.09,
11/06/2024,Mangrove_2,NO3,Dark,200,4,1,1,4,N2O,2024-06-11 8:40,9996,7.31,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:45,-999,7.34,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:45,-498,7.11,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:46,2,7.06,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:47,502,7,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:47,1000,7.04,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:48,1501,7.07,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:49,2001,7.06,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:49,2501,7.15,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:50,3000,7.61,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:51,3500,7.7,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:51,4000,8.02,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:52,4499,7.71,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:53,4999,7.76,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:53,5499,7.67,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:54,5998,7.55,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:55,6498,7.69,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:55,6998,7.51,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:56,7497,7.36,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:57,7997,7.27,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:57,8497,7,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:58,8996,6.94,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:59,9496,7.11,
11/06/2024,Mangrove_2,NO3,Dark,200,4,2,1,4,N2O,2024-06-11 8:59,9996,7.11,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:03,-999,7.16,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:04,-498,7.13,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:04,2,7.13,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:05,502,7.04,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:06,1000,6.99,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:06,1501,7.04,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:07,2001,7.14,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:08,2501,7.1,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:08,3000,7.32,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:09,3500,7.63,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:10,4000,7.83,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:10,4499,7.72,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:11,4999,7.82,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:12,5499,7.71,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:12,5998,7.76,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:13,6498,7.71,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:14,6998,7.63,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:14,7497,7.63,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:15,7997,7.25,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:16,8497,6.98,
11/06/2024,Mangrove_2,NO3,Dark,200,4,3,1,4,N2O,2024-06-11 9:16,8996,6.95,
