"experiment","date","light_dark","treatment","flume","core","channel","analyte","date_time","depth","mV","corrected_mV","final_concentration","adjusted_value"
"Mangrove_13",2024-08-21,"Dark","0","1","1","1","O2",2024-08-21 09:48:00,3600,4.791560173,4.791560173,-2.22799315106929,0.271607219292601
"Mangrove_13",2024-08-21,"Dark","0","2","3","1","O2",2024-08-21 11:24:00,3600,4.737314224,4.737314224,-2.44420775669092,0.207908404531147
"Mangrove_13",2024-08-21,"Dark","0","3","1","1","O2",2024-08-21 11:39:00,3400,4.714893818,4.714893818,-2.53357146643387,0.111247707387709
"Mangrove_13",2024-08-21,"Dark","0","1","2","1","O2",2024-08-21 10:01:00,3200,4.791975498,4.791975498,-2.22633774024626,0.125626281815733
"Mangrove_13",2024-08-21,"Dark","0","1","3","1","O2",2024-08-21 10:22:00,3200,4.640367985,4.640367985,-2.83061804572256,-0.0901277463250265
"Mangrove_13",2024-08-21,"Dark","0","2","2","1","O2",2024-08-21 11:09:00,3200,4.823400021,4.823400021,-2.10108523803097,0.0992125548280653
"Mangrove_13",2024-08-21,"Dark","0","3","2","1","O2",2024-08-21 11:52:00,3200,4.676298141,4.676298141,-2.68740689995638,-0.0879971898478726
"Mangrove_13",2024-08-21,"Dark","0","2","1","1","O2",2024-08-21 10:43:00,3000,4.786262512,4.786262512,-2.24910867591396,0.14909093090905
"Mangrove_13",2024-08-21,"Dark","0","2","3","1","O2",2024-08-21 11:23:00,3000,4.773434639,4.773434639,-2.30023827273711,0.351877888484958
"Mangrove_13",2024-08-21,"Dark","0","3","3","1","O2",2024-08-21 12:05:00,3000,4.718020439,4.718020439,-2.52110931692952,-0.000626560324927805
"Mangrove_13",2024-08-21,"Dark","0","1","1","1","O2",2024-08-21 09:47:00,2800,4.867612362,4.867612362,-1.92486279102532,0.574737579336574
"Mangrove_13",2024-08-21,"Dark","0","2","2","1","O2",2024-08-21 11:08:00,2600,4.807224274,4.807224274,-2.165558859061,0.0347389337980353
"Mangrove_13",2024-08-21,"Dark","0","3","1","1","O2",2024-08-21 11:38:00,2600,4.758671284,4.758671284,-2.35908235303843,0.285736820783153
"Mangrove_13",2024-08-21,"Dark","0","1","2","1","O2",2024-08-21 10:00:00,2400,4.749253273,4.749253273,-2.39662085262492,-0.0446568305629209
"Mangrove_13",2024-08-21,"Dark","0","1","3","1","O2",2024-08-21 10:21:00,2400,4.683722496,4.683722496,-2.65781475495916,0.0826755444383753
"Mangrove_13",2024-08-21,"Dark","0","2","1","1","O2",2024-08-21 10:42:00,2400,4.806781769,4.806781769,-2.16732260448024,0.230877002342767
"Mangrove_13",2024-08-21,"Dark","0","2","3","1","O2",2024-08-21 11:22:00,2400,4.929212093,4.929212093,-1.67933733170367,0.9727788295184
"Mangrove_13",2024-08-21,"Dark","0","3","2","1","O2",2024-08-21 11:51:00,2400,4.806816101,4.806816101,-2.16718576329712,0.432223946811384
"Mangrove_13",2024-08-21,"Dark","0","3","3","1","O2",2024-08-21 12:04:00,2400,4.769610405,4.769610405,-2.31548098231004,0.205001774294556
"Mangrove_13",2024-08-21,"Dark","0","1","1","1","O2",2024-08-21 09:46:00,2200,8.276297569,8.276297569,11.6615439601922,14.1611443305541
"Mangrove_13",2024-08-21,"Dark","0","3","1","1","O2",2024-08-21 11:37:00,2000,4.787414074,4.787414074,-2.24451875669844,0.400300417123138
"Mangrove_13",2024-08-21,"Dark","0","1","2","1","O2",2024-08-21 09:59:00,1800,4.94481039,4.94481039,-1.6171653226155,0.734798699446493
"Mangrove_13",2024-08-21,"Dark","0","1","3","1","O2",2024-08-21 10:20:00,1800,4.733852863,4.733852863,-2.45800411968808,0.28248617970946
"Mangrove_13",2024-08-21,"Dark","0","2","1","1","O2",2024-08-21 10:41:00,1800,4.81480217,4.81480217,-2.13535472722654,0.262844879596467
"Mangrove_13",2024-08-21,"Dark","0","2","2","1","O2",2024-08-21 11:07:00,1800,5.655827999,5.655827999,1.21682310885192,3.41712090171096
"Mangrove_13",2024-08-21,"Dark","0","3","2","1","O2",2024-08-21 11:50:00,1800,5.181496143,5.181496143,-0.673778439640067,1.92563127046844
"Mangrove_13",2024-08-21,"Dark","0","3","3","1","O2",2024-08-21 12:03:00,1800,5.685423851,5.685423851,1.33478685704289,3.85526961364749
"Mangrove_13",2024-08-21,"Dark","0","1","1","1","O2",2024-08-21 09:45:00,1600,16.16556549,16.16556549,43.1067483234235,45.6063486937854
"Mangrove_13",2024-08-21,"Dark","0","2","3","1","O2",2024-08-21 11:21:00,1600,10.56944656,10.56944656,20.8016237976878,23.4537399589098
"Mangrove_13",2024-08-21,"Dark","0","2","2","1","O2",2024-08-21 11:06:00,1200,13.65185833,13.65185833,33.0875632549186,35.2878610477776
"Mangrove_13",2024-08-21,"Dark","0","3","1","1","O2",2024-08-21 11:36:00,1200,5.411005974,5.411005974,0.241006507636875,2.88582568145846
"Mangrove_13",2024-08-21,"Dark","0","3","2","1","O2",2024-08-21 11:49:00,1200,9.648528099,9.648528099,17.1310082858309,19.7304179959394
"Mangrove_13",2024-08-21,"Dark","0","1","2","1","O2",2024-08-21 09:58:00,1000,11.72886372,11.72886372,25.4228522695199,27.7748162915819
"Mangrove_13",2024-08-21,"Dark","0","1","3","1","O2",2024-08-21 10:19:00,1000,5.946679592,5.946679592,2.37610529736924,5.11659559676677
"Mangrove_13",2024-08-21,"Dark","0","2","1","1","O2",2024-08-21 10:40:00,1000,7.168811798,7.168811798,7.24730467370953,9.64550428053253
"Mangrove_13",2024-08-21,"Dark","0","2","3","1","O2",2024-08-21 11:20:00,1000,20.34381676,20.34381676,59.7605071235717,62.4126232847937
"Mangrove_13",2024-08-21,"Dark","0","3","3","1","O2",2024-08-21 12:02:00,1000,13.37215328,13.37215328,31.9727091839514,34.493191940556
"Mangrove_13",2024-08-21,"Dark","0","1","1","1","O2",2024-08-21 09:44:00,800,31.47548485,31.47548485,104.129335955201,106.628936325563
"Mangrove_13",2024-08-21,"Dark","0","3","1","1","O2",2024-08-21 11:35:00,600,13.45478153,13.45478153,32.3020505415329,34.9468697153545
"Mangrove_13",2024-08-21,"Dark","0","1","2","1","O2",2024-08-21 09:57:00,400,28.20327377,28.20327377,91.0868905520805,93.4388545741425
"Mangrove_13",2024-08-21,"Dark","0","1","3","1","O2",2024-08-21 10:18:00,400,18.48845291,18.48845291,52.3653601954133,55.1058504948108
"Mangrove_13",2024-08-21,"Dark","0","2","1","1","O2",2024-08-21 10:39:00,400,26.08230209,26.08230209,82.6330785388396,85.0312781456626
"Mangrove_13",2024-08-21,"Dark","0","2","2","1","O2",2024-08-21 11:05:00,400,28.47608376,28.47608376,92.174262152815,94.374559945674
"Mangrove_13",2024-08-21,"Dark","0","2","3","1","O2",2024-08-21 11:19:00,400,33.44652176,33.44652176,111.985534915999,114.637651077221
"Mangrove_13",2024-08-21,"Dark","0","3","2","1","O2",2024-08-21 11:48:00,400,24.50922775,24.50922775,76.363086874824,78.9624965849325
"Mangrove_13",2024-08-21,"Dark","0","3","3","1","O2",2024-08-21 12:01:00,400,23.10639381,23.10639381,70.7716428558477,73.2921256124523
"Mangrove_13",2024-08-21,"Dark","0","1","1","1","O2",2024-08-21 09:43:00,200,41.79483032,41.79483032,145.260392784337,147.759993154699
"Mangrove_13",2024-08-21,"Dark","0","3","1","1","O2",2024-08-21 11:34:00,0,30.02562332,30.02562332,98.350448412558,100.99526758638
"Mangrove_13",2024-08-21,"Dark","0","1","2","1","O2",2024-08-21 09:56:00,-200,45.68969345,45.68969345,160.784617378568,163.13658140063
"Mangrove_13",2024-08-21,"Dark","0","1","3","1","O2",2024-08-21 10:17:00,-200,37.01126099,37.01126099,126.193944962589,128.934435261987
"Mangrove_13",2024-08-21,"Dark","0","2","2","1","O2",2024-08-21 11:04:00,-200,38.92731094,38.92731094,133.830975781068,136.031273573927
"Mangrove_13",2024-08-21,"Dark","0","3","2","1","O2",2024-08-21 11:47:00,-200,36.8805542,36.8805542,125.67297118348,128.272380893588
"Mangrove_13",2024-08-21,"Dark","0","2","1","1","O2",2024-08-21 10:38:00,-400,49.06113052,49.06113052,174.222559748573,176.620759355396
"Mangrove_13",2024-08-21,"Dark","0","2","3","1","O2",2024-08-21 11:18:00,-400,48.65073776,48.65073776,172.586807947947,175.238924109169
"Mangrove_13",2024-08-21,"Dark","0","3","3","1","O2",2024-08-21 12:00:00,-400,37.7796936,37.7796936,129.256779271525,131.777262028129
"Mangrove_13",2024-08-21,"Dark","0","1","1","1","O2",2024-08-21 09:42:00,-600,51.25977325,51.25977325,182.985954610921,185.485554981283
"Mangrove_13",2024-08-21,"Dark","0","2","2","1","O2",2024-08-21 11:03:00,-800,44.15222549,44.15222549,154.65654634736,156.856844140219
"Mangrove_13",2024-08-21,"Dark","0","3","1","1","O2",2024-08-21 11:33:00,-800,42.13697815,42.13697815,146.624132556458,149.26895173028
"Mangrove_13",2024-08-21,"Dark","0","1","1","1","O2",2024-08-21 09:41:00,-1000,48.95097351,48.95097351,173.78349370009,176.283094070452
"Mangrove_13",2024-08-21,"Dark","0","1","2","1","O2",2024-08-21 09:55:00,-1000,45.03930283,45.03930283,158.192277231596,160.544241253658
"Mangrove_13",2024-08-21,"Dark","0","1","3","1","O2",2024-08-21 10:16:00,-1000,40.03195953,40.03195953,138.233906573878,140.974396873276
"Mangrove_13",2024-08-21,"Dark","0","2","1","1","O2",2024-08-21 10:37:00,-1000,41.12384796,41.12384796,142.585977661717,144.98417726854
"Mangrove_13",2024-08-21,"Dark","0","2","2","1","O2",2024-08-21 11:02:00,-1000,44.29279327,44.29279327,155.216824260754,157.417122053613
"Mangrove_13",2024-08-21,"Dark","0","2","3","1","O2",2024-08-21 11:17:00,-1000,42.33049011,42.33049011,147.395436458146,150.047552619368
"Mangrove_13",2024-08-21,"Dark","0","3","1","1","O2",2024-08-21 11:32:00,-1000,41.81145477,41.81145477,145.326654854901,147.971474028722
"Mangrove_13",2024-08-21,"Dark","0","3","2","1","O2",2024-08-21 11:46:00,-1000,39.11778641,39.11778641,134.590176779222,137.189586489331
"Mangrove_13",2024-08-21,"Dark","0","3","3","1","O2",2024-08-21 11:59:00,-1000,41.81587601,41.81587601,145.344277123118,147.864759879722
"Mangrove_3",2024-06-19,"Dark","50","2","3","4","O2",2024-06-19 09:52:00,7985,1.92,3.00789685459312,0.325907443063649,-0.0250248753375794
"Mangrove_3",2024-06-19,"Dark","0","1","3","4","O2",2024-06-19 10:50:00,7985,1.67,2.83577129043909,0.0676460216342847,-0.0950446874784337
"Mangrove_3",2024-06-19,"Light","200","4","1","4","O2",2024-06-19 18:57:00,7985,1.92,1.92,-1.30639970094858,0.170048115199219
"Mangrove_3",2024-06-19,"Dark","200","4","1","4","O2",2024-06-19 05:37:00,7785,2.6,2.98408967726464,0.29018656983199,-0.0200234601846606
"Mangrove_3",2024-06-19,"Dark","100","3","1","4","O2",2024-06-19 07:44:00,7785,1.93,2.6785309854638,-0.168281191551586,0.059999182262032
"Mangrove_3",2024-06-19,"Dark","0","1","2","4","O2",2024-06-19 10:32:00,7785,1.8,2.84830360270251,0.0864498105708958,-0.125053178395942
"Mangrove_3",2024-06-19,"Dark","200","4","2","4","O2",2024-06-19 06:22:00,7586,2.12,2.76773508096082,-0.0344371770752402,-0.13505600870178
"Mangrove_3",2024-06-19,"Dark","50","2","1","4","O2",2024-06-19 09:09:00,7586,1.94,2.79899549975424,0.012466722596756,0.0599991822620316
"Mangrove_3",2024-06-19,"Dark","50","2","2","4","O2",2024-06-19 09:30:00,7586,1.73,2.71613179727828,-0.111864010560293,0.00498361557993181
"Mangrove_3",2024-06-19,"Light","200","4","3","4","O2",2024-06-19 19:37:00,7586,1.59,1.59,-1.80153980108749,-0.125035378822956
"Mangrove_3",2024-06-19,"Light","100","3","2","4","O2",2024-06-19 20:43:00,7586,1.66,1.66,-1.6965100828762,0.0200056606116727
"Mangrove_3",2024-06-19,"Dark","50","2","3","4","O2",2024-06-19 09:51:00,7386,1.94,3.02457538428418,0.350932318401229,0
"Mangrove_3",2024-06-19,"Dark","0","1","1","4","O2",2024-06-19 10:12:00,7386,1.74,2.66448877548741,-0.189350468078502,-0.155061669313453
"Mangrove_3",2024-06-19,"Dark","0","1","3","4","O2",2024-06-19 10:49:00,7386,1.77,2.93244982013015,0.212704860641902,0.0500141515291832
"Mangrove_3",2024-06-19,"Light","200","4","2","4","O2",2024-06-19 19:18:00,7386,1.89,1.89,-1.35141243732485,0.245069342492993
"Mangrove_3",2024-06-19,"Light","100","3","1","4","O2",2024-06-19 20:23:00,7386,1.51,1.51,-1.92157376475753,-0.045012736376264
"Mangrove_3",2024-06-19,"Light","100","3","3","4","O2",2024-06-19 21:01:00,7386,1.58,1.58,-1.81654404654624,0.025007075764591
"Mangrove_3",2024-06-19,"Dark","100","3","1","4","O2",2024-06-19 07:43:00,7187,1.86,2.60520951515486,-0.278294525342801,-0.0500141515291825
"Mangrove_3",2024-06-19,"Light","200","4","1","4","O2",2024-06-19 18:56:00,7187,1.83,1.83,-1.44143791007738,0.0350099060704276
"Mangrove_3",2024-06-19,"Dark","200","4","1","4","O2",2024-06-19 05:36:00,6987,2.58,2.9607682069557,0.255194463334551,-0.0550155666821
"Mangrove_3",2024-06-19,"Dark","200","4","2","4","O2",2024-06-19 06:21:00,6987,2.22,2.86441361065188,0.110621661932377,0.0100028303058371
"Mangrove_3",2024-06-19,"Dark","0","1","2","4","O2",2024-06-19 10:31:00,6987,2.02,3.06498213239357,0.411559595083566,0.200056606116728
"Mangrove_3",2024-06-19,"Light","200","4","3","4","O2",2024-06-19 19:36:00,6987,1.82,1.82,-1.45644215553613,0.220062266728402
"Mangrove_3",2024-06-19,"Light","100","3","2","4","O2",2024-06-19 20:42:00,6987,1.62,1.62,-1.75652706471122,-0.0400113212233457
"Mangrove_3",2024-06-19,"Dark","50","2","1","4","O2",2024-06-19 09:08:00,6788,1.89,2.7456740294453,-0.0675381202769479,-0.0200056606116722
"Mangrove_3",2024-06-19,"Dark","50","2","2","4","O2",2024-06-19 09:29:00,6788,1.7,2.68281032696934,-0.16186036251649,-0.0450127363762646
"Mangrove_3",2024-06-19,"Dark","50","2","3","4","O2",2024-06-19 09:50:00,6788,1.96,3.04125391397524,0.375957193738808,0.0250248753375794
"Mangrove_3",2024-06-19,"Dark","0","1","1","4","O2",2024-06-19 10:11:00,6788,1.79,2.71116730517847,-0.119312856364659,-0.0850240575996098
"Mangrove_3",2024-06-19,"Light","200","4","2","4","O2",2024-06-19 19:17:00,6788,1.71,1.71,-1.62148885558243,-0.025007075764591
"Mangrove_3",2024-06-19,"Light","100","3","1","4","O2",2024-06-19 20:22:00,6788,1.58,1.58,-1.81654404654624,0.0600169818350187
"Mangrove_3",2024-06-19,"Light","100","3","3","4","O2",2024-06-19 21:00:00,6788,1.62,1.62,-1.75652706471122,0.08502405759961
"Mangrove_3",2024-06-19,"Dark","0","1","3","4","O2",2024-06-19 10:48:00,6589,1.77,2.92912834982121,0.207721245061969,0.0450305359492505
"Mangrove_3",2024-06-19,"Light","200","4","1","4","O2",2024-06-19 18:55:00,6589,1.67,1.67,-1.68150583741745,-0.205058021269647
"Mangrove_3",2024-06-19,"Dark","200","4","1","4","O2",2024-06-19 05:35:00,6389,2.67,3.04744673664676,0.385249056883412,0.0750390268667606
"Mangrove_3",2024-06-19,"Dark","200","4","2","4","O2",2024-06-19 06:20:00,6389,2.3,2.94109214034294,0.225672010022482,0.125053178395943
"Mangrove_3",2024-06-19,"Dark","100","3","1","4","O2",2024-06-19 07:42:00,6389,1.89,2.63188804484592,-0.238265404546468,-0.00998503073284948
"Mangrove_3",2024-06-19,"Dark","100","3","3","4","O2",2024-06-19 08:15:00,6389,1.97,2.90727889545603,0.174937787418465,0.185034561084988
"Mangrove_3",2024-06-19,"Dark","0","1","2","4","O2",2024-06-19 10:30:00,6389,1.84,2.88166066208463,0.136499561246052,-0.0750034277207861
"Mangrove_3",2024-06-19,"Dark","50","2","1","4","O2",2024-06-19 09:07:00,6190,1.88,2.73235255913636,-0.0875259813156349,-0.0399935216503593
"Mangrove_3",2024-06-19,"Dark","50","2","2","4","O2",2024-06-19 09:28:00,6190,1.76,2.7394888566604,-0.0768185053438922,0.0400291207963328
"Mangrove_3",2024-06-19,"Light","200","4","3","4","O2",2024-06-19 19:35:00,6190,1.61,1.61,-1.77153131016998,-0.0950268879054463
"Mangrove_3",2024-06-19,"Light","100","3","2","4","O2",2024-06-19 20:41:00,6190,1.66,1.66,-1.6965100828762,0.0200056606116727
"Mangrove_3",2024-06-19,"Dark","200","4","3","4","O2",2024-06-19 06:52:00,5990,2.14,2.94446881012597,0.230738448248249,0.120016164097051
"Mangrove_3",2024-06-19,"Dark","50","2","3","4","O2",2024-06-19 09:49:00,5990,1.99,3.0679324436663,0.41598631453514,0.065053996133911
"Mangrove_3",2024-06-19,"Dark","0","1","1","4","O2",2024-06-19 10:10:00,5990,2.01,2.92784583486953,0.205796928148014,0.240085726913063
"Mangrove_3",2024-06-19,"Dark","0","1","3","4","O2",2024-06-19 10:47:00,5990,1.8,2.95580687951227,0.247750365858303,0.0850596567455842
"Mangrove_3",2024-06-19,"Light","200","4","1","4","O2",2024-06-19 18:54:00,5990,1.78,1.78,-1.51645913737115,-0.0400113212233457
"Mangrove_3",2024-06-19,"Light","200","4","2","4","O2",2024-06-19 19:16:00,5990,1.58,1.58,-1.81654404654624,-0.220062266728402
"Mangrove_3",2024-06-19,"Light","100","3","1","4","O2",2024-06-19 20:21:00,5990,1.53,1.53,-1.89156527384002,-0.0150042454587547
"Mangrove_3",2024-06-19,"Light","100","3","3","4","O2",2024-06-19 20:59:00,5990,1.49,1.49,-1.95158225567503,-0.110031133364201
"Mangrove_3",2024-06-19,"Dark","200","4","1","4","O2",2024-06-19 05:34:00,5791,2.59,2.96412526633782,0.260231477633443,-0.0499785523832084
"Mangrove_3",2024-06-19,"Dark","100","3","1","4","O2",2024-06-19 07:41:00,5791,2,2.73856657453698,-0.0782023200800961,0.150078053733522
"Mangrove_3",2024-06-19,"Dark","100","3","2","4","O2",2024-06-19 07:59:00,5791,1.91,2.7657384611342,-0.037432954471883,0.114360919201752
"Mangrove_3",2024-06-19,"Dark","100","3","3","4","O2",2024-06-19 08:14:00,5791,1.82,2.75395742514709,-0.0551095100427867,-0.0450127363762644
"Mangrove_3",2024-06-19,"Dark","200","4","2","4","O2",2024-06-19 06:19:00,5591,2.29,2.927770670034,0.205684148983796,0.105065317357257
"Mangrove_3",2024-06-19,"Dark","0","1","2","4","O2",2024-06-19 10:29:00,5591,1.91,2.94833919177569,0.236545663877402,0.0250426749105643
"Mangrove_3",2024-06-19,"Light","200","4","3","4","O2",2024-06-19 19:34:00,5591,1.76,1.76,-1.54646762828866,0.130036793975874
"Mangrove_3",2024-06-19,"Light","100","3","2","4","O2",2024-06-19 20:40:00,5591,1.57,1.57,-1.831548292005,-0.115032548517119
"Mangrove_3",2024-06-19,"Dark","200","4","3","4","O2",2024-06-19 06:51:00,5392,2.03,2.83114733981702,0.060708132622016,-0.0500141515291825
"Mangrove_3",2024-06-19,"Dark","50","2","1","4","O2",2024-06-19 09:06:00,5392,1.96,2.80903108882742,0.0275243667744726,0.0750568264397482
"Mangrove_3",2024-06-19,"Dark","50","2","2","4","O2",2024-06-19 09:27:00,5392,1.75,2.69747467583332,-0.139857613531702,-0.0230099873914771
"Mangrove_3",2024-06-19,"Dark","50","2","3","4","O2",2024-06-19 09:48:00,5392,1.79,2.86461097335736,0.110917789780116,-0.240014528621113
"Mangrove_3",2024-06-19,"Dark","0","1","1","4","O2",2024-06-19 10:09:00,5392,1.86,2.77452436456059,-0.0242503693132385,0.0100384294518106
"Mangrove_3",2024-06-19,"Light","200","4","2","4","O2",2024-06-19 19:15:00,5392,1.66,1.66,-1.6965100828762,-0.100028303058364
"Mangrove_3",2024-06-19,"Light","100","3","1","4","O2",2024-06-19 20:20:00,5392,1.59,1.59,-1.80153980108749,0.0750212272937736
"Mangrove_3",2024-06-19,"Light","100","3","3","4","O2",2024-06-19 20:58:00,5392,1.51,1.51,-1.92157376475753,-0.0800226424466917
"Mangrove_3",2024-06-19,"Dark","0","1","3","4","O2",2024-06-19 10:46:00,5192,1.71,2.86248540920333,0.107728541149581,-0.0549621679631377
"Mangrove_3",2024-06-19,"Light","200","4","1","4","O2",2024-06-19 18:53:00,5192,1.64,1.64,-1.72651857379371,-0.250070757645912
"Mangrove_3",2024-06-19,"Dark","200","4","1","4","O2",2024-06-19 05:33:00,4993,2.74,3.11080379602888,0.480311543934832,0.170101513918181
"Mangrove_3",2024-06-19,"Dark","200","4","2","4","O2",2024-06-19 06:18:00,4993,2.39,3.02444919972506,0.350742987991412,0.250124156364872
"Mangrove_3",2024-06-19,"Dark","100","3","1","4","O2",2024-06-19 07:40:00,4993,1.75,2.48524510422804,-0.458292072128896,-0.230011698315277
"Mangrove_3",2024-06-19,"Dark","100","3","2","4","O2",2024-06-19 07:58:00,4993,1.92,2.77241699082526,-0.0274123245930587,0.124381549080576
"Mangrove_3",2024-06-19,"Dark","100","3","3","4","O2",2024-06-19 08:13:00,4993,1.76,2.69063595483815,-0.150118598375246,-0.140021824708723
"Mangrove_3",2024-06-19,"Dark","0","1","2","4","O2",2024-06-19 10:28:00,4993,1.87,2.90501772146675,0.171545066462454,-0.0399579225043845
"Mangrove_3",2024-06-19,"Dark","50","2","1","4","O2",2024-06-19 09:05:00,4793,1.8,2.64570961851848,-0.217527176145533,-0.169994716480257
"Mangrove_3",2024-06-19,"Dark","50","2","2","4","O2",2024-06-19 09:26:00,4793,1.77,2.71415320552438,-0.114832738194123,0.00201488794610226
"Mangrove_3",2024-06-19,"Dark","0","1","1","4","O2",2024-06-19 10:08:00,4793,1.99,2.90120289425165,0.165821206070642,0.200110004835691
"Mangrove_3",2024-06-19,"Light","200","4","3","4","O2",2024-06-19 19:33:00,4793,1.7,1.7,-1.63649310104119,0.0400113212233455
"Mangrove_3",2024-06-19,"Light","100","3","2","4","O2",2024-06-19 20:39:00,4793,1.77,1.77,-1.5314633828299,0.185052360657974
"Mangrove_3",2024-06-19,"Dark","200","4","3","4","O2",2024-06-19 06:50:00,4594,2.02,2.81782586950808,0.0407202715833303,-0.0700020125678683
"Mangrove_3",2024-06-19,"Dark","50","2","3","4","O2",2024-06-19 09:47:00,4594,1.79,2.86128950304842,0.105934174200186,-0.244998144201043
"Mangrove_3",2024-06-19,"Dark","0","1","3","4","O2",2024-06-19 10:45:00,4594,1.83,2.97916393889439,0.282795871074704,0.120105161961986
"Mangrove_3",2024-06-19,"Light","200","4","1","4","O2",2024-06-19 18:52:00,4594,1.84,1.84,-1.42643366461862,0.0500141515291823
"Mangrove_3",2024-06-19,"Light","200","4","2","4","O2",2024-06-19 19:14:00,4594,1.68,1.68,-1.6665015919587,-0.0700198121408551
"Mangrove_3",2024-06-19,"Light","100","3","1","4","O2",2024-06-19 20:19:00,4594,1.7,1.7,-1.63649310104119,0.240067927340075
"Mangrove_3",2024-06-19,"Light","100","3","3","4","O2",2024-06-19 20:57:00,4594,1.57,1.57,-1.831548292005,0.0100028303058364
"Mangrove_3",2024-06-19,"Dark","200","4","1","4","O2",2024-06-19 05:32:00,4394,2.84,3.20748232571994,0.625370382942448,0.315160352925797
"Mangrove_3",2024-06-19,"Dark","100","3","1","4","O2",2024-06-19 07:39:00,4394,1.94,2.6719236339191,-0.178195023992487,0.0500853498211316
"Mangrove_3",2024-06-19,"Dark","100","3","2","4","O2",2024-06-19 07:57:00,4394,1.71,2.53040280999817,-0.390536341955964,-0.238742468282329
"Mangrove_3",2024-06-19,"Dark","100","3","3","4","O2",2024-06-19 08:12:00,4394,1.9,2.79891757515043,0.0123498026084657,0.022446576274988
"Mangrove_3",2024-06-19,"Dark","200","4","2","4","O2",2024-06-19 06:17:00,4195,2.14,2.74273082003734,-0.071954183916312,-0.172573015542852
"Mangrove_3",2024-06-19,"Dark","50","2","2","4","O2",2024-06-19 09:25:00,4195,1.76,2.70083173521544,-0.134820599232808,-0.0179729730925828
"Mangrove_3",2024-06-19,"Dark","0","1","2","4","O2",2024-06-19 10:27:00,4195,1.95,2.98169625115781,0.286595414552561,0.075092425585723
"Mangrove_3",2024-06-19,"Light","200","4","3","4","O2",2024-06-19 19:32:00,4195,1.63,1.63,-1.74152281925247,-0.0650183969879374
"Mangrove_3",2024-06-19,"Light","100","3","2","4","O2",2024-06-19 20:38:00,4195,1.49,1.49,-1.95158225567503,-0.235066512187157
"Mangrove_3",2024-06-19,"Dark","200","4","3","4","O2",2024-06-19 06:49:00,3995,2.24,3.03450439919914,0.365830056096002,0.255107771944804
